cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,withdrawal_log_rr_attenuation_percent
hrs,incident_arthritis,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8666,5623,758,7908,21,21,PASS,2201.0,216.0,1985.0,,context_bmi_or_weight_loss,risk_ratio,0.8282167283574421,0.1748178634611601,0.5879477909885907,1.1666732312706587,0.2809654681116083,-0.7667212751081094
hrs,incident_arthritis,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,21,21,PASS,6102.0,643.0,5459.0,,any_withdrawal,risk_ratio,1.170347076160254,0.0738142408461657,1.01270715591429,1.3525255259406703,0.0330866825474038,
hrs,incident_arthritis,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,22,22,PASS,6102.0,643.0,5459.0,,any_withdrawal,risk_ratio,1.1701565580301962,0.0737847086240702,1.0126009093895891,1.3522270793994156,0.033198341484626,0.1034968888713282
hrs,incident_arthritis,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,22,22,PASS,6102.0,643.0,5459.0,,context_incident_non_target_disease,risk_ratio,1.0318230777218105,0.06398074128029,0.910216557446304,1.1696764412925067,0.6243921409132261,0.1034968888713282
hrs,incident_arthritis,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,16910,6886,1584,15326,19,19,PASS,4367.0,483.0,3884.0,,any_withdrawal,risk_ratio,1.330606853674339,0.0848649292667711,1.126711163428103,1.571400600716692,0.0007633265203159,
hrs,incident_arthritis,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,16910,6886,1584,15326,20,20,PASS,4367.0,483.0,3884.0,,any_withdrawal,risk_ratio,1.3215783833429329,0.0846991516606216,1.119429835732662,1.5602312602077448,0.0009948947291279,2.383583617687139
hrs,incident_arthritis,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,16910,6886,1584,15326,20,20,PASS,4367.0,483.0,3884.0,,context_fi_change,risk_ratio,1.098452693578926,0.0207630951468065,1.0546485976613225,1.1440761621514723,6.109332626571077e-06,2.383583617687139
hrs,incident_arthritis,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,19,19,PASS,1836.0,189.0,1647.0,,any_withdrawal,risk_ratio,1.3547942603207523,0.1333378312852591,1.043220182062914,1.759424826471927,0.0227686023887661,
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,any_withdrawal,risk_ratio,1.3333492252217023,0.1333159253906432,1.0267511346735594,1.7315005519468425,0.0309288673838114,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,context_self_rated_health_worsening,risk_ratio,1.09803869281828,0.0859927400263208,0.9277276298841726,1.2996152449147262,0.2767723584992042,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,context_transition_hospitalization,risk_ratio,1.245902926264565,0.0958755525700263,1.032463690862908,1.5034660447741777,0.021837278319455,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,context_cesd_worsening,risk_ratio,1.1559461472119623,0.0875103350079373,0.9737526881524275,1.3722288128307736,0.097717031105069,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,context_bmi_or_weight_loss,risk_ratio,0.8322779187750029,0.1915928405393157,0.5717211399186333,1.2115811113422057,0.3379498204277732,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,context_incident_non_target_disease,risk_ratio,0.90639112313067,0.1211345495670247,0.7148348676511069,1.1492792325444494,0.4171559547503359,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,PASS,1836.0,189.0,1647.0,,context_fi_change,risk_ratio,1.1250216828655175,0.0378955294981378,1.044489695142284,1.2117628281101875,0.0018797155338947,5.254613811670423
share,incident_diabetes,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,29573,20827,908,28665,18,18,PASS,7835.0,288.0,7547.0,,any_withdrawal,risk_ratio,0.9519940357585992,0.1260529107577474,0.7435972849230909,1.2187949882222626,0.6963261136244127,
share,incident_diabetes,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,29573,20827,908,28665,19,19,PASS,7835.0,288.0,7547.0,,any_withdrawal,risk_ratio,0.952190495430428,0.1260246284748325,0.7437919674119774,1.2189789340462882,0.6974723058148823,0.4194305799832005
share,incident_diabetes,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,29573,20827,908,28665,19,19,PASS,7835.0,288.0,7547.0,,context_self_rated_health_worsening,risk_ratio,0.9487024050773436,0.0733706450034261,0.8216309594420655,1.0954264114033776,0.4729254257932799,0.4194305799832005
share,incident_diabetes,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,29579,20832,909,28670,18,18,PASS,7831.0,289.0,7542.0,,any_withdrawal,risk_ratio,0.9468864894107392,0.1261258006183961,0.7395021547368458,1.212429224290293,0.6652245357437225,
share,incident_diabetes,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,29579,20832,909,28670,19,19,PASS,7831.0,289.0,7542.0,,any_withdrawal,risk_ratio,0.944317328518828,0.1261832090418801,0.7374127068202686,1.2092756318047564,0.6497955195145962,-4.978300169401962
share,incident_diabetes,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,29579,20832,909,28670,19,19,PASS,7831.0,289.0,7542.0,,context_transition_hospitalization,risk_ratio,0.8302901120814347,0.0931854649754652,0.6916880209010918,0.996665620032156,0.0459550475330822,-4.978300169401962
share,incident_diabetes,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,29237,20643,889,28348,18,18,PASS,7703.0,281.0,7422.0,,any_withdrawal,risk_ratio,0.9371024458091752,0.1280429040226719,0.7291162102097118,1.204418420060854,0.6119087054726768,
share,incident_diabetes,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,29237,20643,889,28348,19,19,PASS,7703.0,281.0,7422.0,,any_withdrawal,risk_ratio,0.9367405812810008,0.1280156687288116,0.7288735664779797,1.2038890652308722,0.6097181911450331,-0.5945370838973161
share,incident_diabetes,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,29237,20643,889,28348,19,19,PASS,7703.0,281.0,7422.0,,context_bmi_or_weight_loss,risk_ratio,1.046288467565324,0.1316823973210941,0.8082825048011893,1.3543774000520508,0.7311297749989624,-0.5945370838973161
share,incident_diabetes,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,29589,20837,907,28682,18,18,PASS,7841.0,288.0,7553.0,,any_withdrawal,risk_ratio,0.9542719356785372,0.126077755543379,0.7453402448319694,1.2217707731976248,0.7104499557343168,
share,incident_diabetes,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,29589,20837,907,28682,19,19,PASS,7841.0,288.0,7553.0,,any_withdrawal,risk_ratio,0.9542352108568578,0.1260715759251326,0.7453205878143284,1.221708956556918,0.7102090702408035,-0.0822221451058167
share,incident_diabetes,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,29589,20837,907,28682,19,19,PASS,7841.0,288.0,7553.0,,context_incident_non_target_disease,risk_ratio,1.018853800424692,0.0762314429045245,0.8774523630726064,1.1830420776403348,0.8064405165916354,-0.0822221451058167
share,incident_diabetes,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,20815,18134,644,20171,17,17,PASS,5240.0,196.0,5044.0,,any_withdrawal,risk_ratio,0.9639440082152556,0.1536270126343069,0.713319765146123,1.3026248484559364,0.8110792716793547,
share,incident_diabetes,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,20815,18134,644,20171,18,18,PASS,5240.0,196.0,5044.0,,any_withdrawal,risk_ratio,0.9639344182941468,0.1536321207179474,0.7133055271844353,1.3026249304974544,0.811035221633851,-0.027091824054188
share,incident_diabetes,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,20815,18134,644,20171,18,18,PASS,5240.0,196.0,5044.0,,context_fi_change,risk_ratio,0.9985096235685704,0.0278459464336488,0.9454743306012864,1.0545198701745604,0.9572840306543564,-0.027091824054188
share,incident_diabetes,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,17,17,PASS,5143.0,191.0,4952.0,,any_withdrawal,risk_ratio,0.9464190933296324,0.1554953434346035,0.697791406998769,1.2836344661671413,0.7232210943663961,
share,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,22,22,PASS,5143.0,191.0,4952.0,,any_withdrawal,risk_ratio,0.9428932053845775,0.1555174894941121,0.6951616079707841,1.278907791463892,0.705351102601668,-6.777691847058264
share,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,22,22,PASS,5143.0,191.0,4952.0,,context_self_rated_health_worsening,risk_ratio,0.9065097714751555,0.092680961900764,0.7559312720820413,1.0870829083662428,0.2895784990506325,-6.777691847058264
share,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,22,22,PASS,5143.0,191.0,4952.0,,context_transition_hospitalization,risk_ratio,0.7753939618435384,0.1142142150134823,0.6198735403807035,0.9699329893870964,0.0259303183600121,-6.777691847058264
share,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,22,22,PASS,5143.0,191.0,4952.0,,context_bmi_or_weight_loss,risk_ratio,0.8945167685777583,0.171372426818766,0.6393166455469312,1.251586760395176,0.5153924141064175,-6.777691847058264
share,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,22,22,PASS,5143.0,191.0,4952.0,,context_incident_non_target_disease,risk_ratio,1.0760782516323844,0.0987973583225492,0.8866401428337672,1.3059914024818833,0.4579920180762599,-6.777691847058264
share,incident_diabetes,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,20552,17926,631,19921,22,22,PASS,5143.0,191.0,4952.0,,context_fi_change,risk_ratio,1.000436877700615,0.0309735990104614,0.9415099560857833,1.0630518984890724,0.9887487953462996,-6.777691847058264
share,incident_stroke,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,32825,23168,731,32094,18,18,PASS,8828.0,243.0,8585.0,,any_withdrawal,risk_ratio,1.0905092281065316,0.1410846606985226,0.8270616130615107,1.4378739839991324,0.5391273355426682,
share,incident_stroke,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,32825,23168,731,32094,19,19,PASS,8828.0,243.0,8585.0,,any_withdrawal,risk_ratio,1.0874725470778583,0.1411682265184125,0.8246234672687512,1.4341048825167466,0.5525011540612881,3.2183469753456664
share,incident_stroke,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,32825,23168,731,32094,19,19,PASS,8828.0,243.0,8585.0,,context_self_rated_health_worsening,risk_ratio,1.270648202172669,0.077530779963444,1.091518263398324,1.4791752990535576,0.0020053009001078,3.2183469753456664
share,incident_stroke,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,32835,23176,731,32104,18,18,PASS,8827.0,243.0,8584.0,,any_withdrawal,risk_ratio,1.0895878828405767,0.1410969974750167,0.826342867496346,1.4366938968445324,0.5431284309162925,
share,incident_stroke,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,32835,23176,731,32104,19,19,PASS,8827.0,243.0,8584.0,,any_withdrawal,risk_ratio,1.0924066994550918,0.1407536050427845,0.8290384421627156,1.4394415702862515,0.5300505784062763,-3.0113307207046907
share,incident_stroke,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,32835,23176,731,32104,19,19,PASS,8827.0,243.0,8584.0,,context_transition_hospitalization,risk_ratio,1.3459847184660412,0.0897814175278593,1.1288027220727492,1.6049525988185465,0.0009348405179116,-3.0113307207046907
share,incident_stroke,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,32448,22972,719,31729,18,18,PASS,8674.0,237.0,8437.0,,any_withdrawal,risk_ratio,1.0964019692086178,0.1429369832468669,0.8285173857623116,1.45090169348528,0.5196549907178762,
share,incident_stroke,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,32448,22972,719,31729,19,19,PASS,8674.0,237.0,8437.0,,any_withdrawal,risk_ratio,1.094521897568173,0.142969846034545,0.8270434017274165,1.4485070333117454,0.52756650353072,1.8647880421763603
share,incident_stroke,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,32448,22972,719,31729,19,19,PASS,8674.0,237.0,8437.0,,context_bmi_or_weight_loss,risk_ratio,1.138081040900167,0.1368365926633816,0.8703574873132804,1.4881568488078012,0.344535893358473,1.8647880421763603
share,incident_stroke,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,32840,23177,731,32109,18,18,PASS,8834.0,243.0,8591.0,,any_withdrawal,risk_ratio,1.0900714946195604,0.1410857738064917,0.8267278245579797,1.4372999530013864,0.5410124760536765,
share,incident_stroke,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,32840,23177,731,32109,19,19,PASS,8834.0,243.0,8591.0,,any_withdrawal,risk_ratio,1.0905000240770883,0.1411099958439836,0.8270135653791328,1.4379332483705545,0.5392397195592817,-0.4557378028457478
share,incident_stroke,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,32840,23177,731,32109,19,19,PASS,8834.0,243.0,8591.0,,context_incident_non_target_disease,risk_ratio,0.9686866185840524,0.0860919963763453,0.8182794795528759,1.1467399445682551,0.7117279466169038,-0.4557378028457478
share,incident_stroke,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,23207,20255,491,22716,17,17,PASS,5967.0,163.0,5804.0,,any_withdrawal,risk_ratio,1.08917682061596,0.1745310671517181,0.7736370791685515,1.533414282368738,0.6245313789740574,
share,incident_stroke,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,23207,20255,491,22716,18,18,PASS,5967.0,163.0,5804.0,,any_withdrawal,risk_ratio,1.081660031647713,0.1740648444312109,0.7690003159175469,1.5214407586661889,0.6520157070514844,8.107111551359424
share,incident_stroke,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,23207,20255,491,22716,18,18,PASS,5967.0,163.0,5804.0,,context_fi_change,risk_ratio,1.1123659005064808,0.0256010291412945,1.0579278049687089,1.169605232793926,3.188518665668537e-05,8.107111551359424
share,incident_stroke,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,17,17,PASS,5856.0,161.0,5695.0,,any_withdrawal,risk_ratio,1.1046921225685886,0.1756745734796626,0.7829008941397846,1.5587473392860949,0.5708720178060749,
share,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,22,22,PASS,5856.0,161.0,5695.0,,any_withdrawal,risk_ratio,1.1035669729029307,0.1750103814050541,0.7831222943694014,1.5551339457942557,0.5733695521109377,1.023472789423393
share,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,22,22,PASS,5856.0,161.0,5695.0,,context_self_rated_health_worsening,risk_ratio,1.2108973877350917,0.096952529886433,1.0013391565668208,1.4643115412073897,0.0484082153061086,1.023472789423393
share,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,22,22,PASS,5856.0,161.0,5695.0,,context_transition_hospitalization,risk_ratio,1.3188218449109448,0.1121026478883935,1.0586787240614983,1.642888460005807,0.0135635309748611,1.023472789423393
share,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,22,22,PASS,5856.0,161.0,5695.0,,context_bmi_or_weight_loss,risk_ratio,0.9761399168715652,0.1811224065963947,0.6844479082042824,1.3921426684025104,0.8939311151325467,1.023472789423393
share,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,22,22,PASS,5856.0,161.0,5695.0,,context_incident_non_target_disease,risk_ratio,0.8121276838357973,0.1133396470445182,0.6503534261604687,1.014143000285753,0.0663496800524199,1.023472789423393
share,incident_stroke,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,22921,20030,485,22436,22,22,PASS,5856.0,161.0,5695.0,,context_fi_change,risk_ratio,1.1110076486462304,0.0263519165940775,1.055082104062512,1.1698975753618628,6.478250981124884e-05,1.023472789423393
share,incident_heart_disease,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,27945,19772,1433,26512,18,18,PASS,7374.0,432.0,6942.0,,any_withdrawal,risk_ratio,0.9365094722116816,0.1011380357196387,0.7681098285414251,1.1418288882042371,0.516612855884719,
share,incident_heart_disease,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,27945,19772,1433,26512,19,19,PASS,7374.0,432.0,6942.0,,any_withdrawal,risk_ratio,0.9352006910244928,0.1011414442333912,0.7670312632918234,1.1402407885425914,0.5077273373518281,-2.131981933850766
share,incident_heart_disease,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,27945,19772,1433,26512,19,19,PASS,7374.0,432.0,6942.0,,context_self_rated_health_worsening,risk_ratio,1.0867796585169665,0.0559255740368579,0.9739520277346848,1.2126778245057426,0.1367432198259887,-2.131981933850766
share,incident_heart_disease,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,27953,19779,1432,26521,18,18,PASS,7370.0,430.0,6940.0,,any_withdrawal,risk_ratio,0.9378405611236388,0.1013060757019655,0.7689482694041639,1.1438284642609775,0.5264205655656229,
share,incident_heart_disease,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,27953,19779,1432,26521,19,19,PASS,7370.0,430.0,6940.0,,any_withdrawal,risk_ratio,0.9414199801384628,0.1010557066859508,0.7722619508642238,1.1476307721908272,0.5502717470447683,5.935919613603383
share,incident_heart_disease,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,27953,19779,1432,26521,19,19,PASS,7370.0,430.0,6940.0,,context_transition_hospitalization,risk_ratio,1.308792538744192,0.0665245470043724,1.1488015514377552,1.4910651080934565,5.227884780966073e-05,5.935919613603383
share,incident_heart_disease,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,27624,19601,1414,26210,18,18,PASS,7249.0,422.0,6827.0,,any_withdrawal,risk_ratio,0.9360433584362255,0.102195963988047,0.7661372948209509,1.143629444481402,0.5178049003195802,
share,incident_heart_disease,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,27624,19601,1414,26210,19,19,PASS,7249.0,422.0,6827.0,,any_withdrawal,risk_ratio,0.9360326274104468,0.1022149490106617,0.7661000045577421,1.1436588883493044,0.5178100548547958,-0.0173455924950779
share,incident_heart_disease,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,27624,19601,1414,26210,19,19,PASS,7249.0,422.0,6827.0,,context_bmi_or_weight_loss,risk_ratio,1.0011048262265545,0.1052857445742519,0.8144420095376222,1.2305490892630633,0.9916320957412676,-0.0173455924950779
share,incident_heart_disease,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,27961,19783,1433,26528,18,18,PASS,7380.0,432.0,6948.0,,any_withdrawal,risk_ratio,0.9458828151222124,0.1009825447386669,0.776034157449147,1.1529058242544563,0.5816661946305822,
share,incident_heart_disease,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,27961,19783,1433,26528,19,19,PASS,7380.0,432.0,6948.0,,any_withdrawal,risk_ratio,0.9457344000125102,0.1009774060118271,0.7759202074998265,1.1527133160367171,0.5805821369840951,-0.2820423594350016
share,incident_heart_disease,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,27961,19783,1433,26528,19,19,PASS,7380.0,432.0,6948.0,,context_incident_non_target_disease,risk_ratio,1.013593177345283,0.0616905732487456,0.8981576378144459,1.1438650476333816,0.8267588535041636,-0.2820423594350016
share,incident_heart_disease,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,19612,17148,1014,18598,17,17,PASS,4913.0,293.0,4620.0,,any_withdrawal,risk_ratio,0.9748612975038972,0.1227638692565917,0.7663833025525659,1.2400512200692129,0.8357047940596964,
share,incident_heart_disease,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,19612,17148,1014,18598,18,18,PASS,4913.0,293.0,4620.0,,any_withdrawal,risk_ratio,0.9679211018665684,0.1229684360362666,0.7606222678478736,1.2317168442746254,0.7908962879036945,-28.06206858003406
share,incident_heart_disease,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,19612,17148,1014,18598,18,18,PASS,4913.0,293.0,4620.0,,context_fi_change,risk_ratio,1.0649296833069846,0.0192483254983052,1.025502511091694,1.1058726996007449,0.0010820614881295,-28.06206858003406
share,incident_heart_disease,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,17,17,PASS,4824.0,289.0,4535.0,,any_withdrawal,risk_ratio,0.9695650845691632,0.1235998877056224,0.7609717813264469,1.2353368104885576,0.8025391560524571,
share,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,22,22,PASS,4824.0,289.0,4535.0,,any_withdrawal,risk_ratio,0.9673960432078051,0.1237350868085952,0.7590682212918014,1.232899860860274,0.7887845118421175,-7.246207671913902
share,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,22,22,PASS,4824.0,289.0,4535.0,,context_self_rated_health_worsening,risk_ratio,1.08691717076366,0.0681850788722086,0.9509489544958976,1.2423263420349824,0.2215787678287185,-7.246207671913902
share,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,22,22,PASS,4824.0,289.0,4535.0,,context_transition_hospitalization,risk_ratio,1.2689149313733077,0.0803691286523747,1.0839822766206908,1.4853979975408311,0.003043067308687,-7.246207671913902
share,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,22,22,PASS,4824.0,289.0,4535.0,,context_bmi_or_weight_loss,risk_ratio,1.0169006218551715,0.1266793957292312,0.7933207536315919,1.303491519660472,0.8947488100194037,-7.246207671913902
share,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,22,22,PASS,4824.0,289.0,4535.0,,context_incident_non_target_disease,risk_ratio,0.9662907408436042,0.0775529290895433,0.8300316353767461,1.1249183236447042,0.6583761070680307,-7.246207671913902
share,incident_heart_disease,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,19369,16955,1003,18366,22,22,PASS,4824.0,289.0,4535.0,,context_fi_change,risk_ratio,1.0574460819244766,0.0201851210381311,1.0164280139520012,1.100119438689764,0.0056536814595619,-7.246207671913902
share,incident_hypertension,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,15888,11517,1861,14027,18,18,PASS,4068.0,507.0,3561.0,,any_withdrawal,risk_ratio,0.9639336578752618,0.0829774182095844,0.819250355399794,1.13416868318763,0.6579940470208246,
share,incident_hypertension,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,15888,11517,1861,14027,19,19,PASS,4068.0,507.0,3561.0,,any_withdrawal,risk_ratio,0.963372031194935,0.083000025756542,0.8187367480440453,1.1335580975274937,0.6530092716100125,-1.5866203710960938
share,incident_hypertension,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,15888,11517,1861,14027,19,19,PASS,4068.0,507.0,3561.0,,context_self_rated_health_worsening,risk_ratio,1.0580474275923408,0.0472681850439914,0.9644292722965904,1.1607531948599976,0.2325860062811405,-1.5866203710960938
share,incident_hypertension,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,15896,11522,1862,14034,18,18,PASS,4070.0,506.0,3564.0,,any_withdrawal,risk_ratio,0.9617822118481246,0.0829996312424645,0.8173862473031627,1.131686550978127,0.6387216000289309,
share,incident_hypertension,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,15896,11522,1862,14034,19,19,PASS,4070.0,506.0,3564.0,,any_withdrawal,risk_ratio,0.9618301752579224,0.0830189516406788,0.8173960566314498,1.1317858442444209,0.639229026143377,0.1279743049007299
share,incident_hypertension,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,15896,11522,1862,14034,19,19,PASS,4070.0,506.0,3564.0,,context_transition_hospitalization,risk_ratio,1.0064299830343877,0.0624277646055839,0.8905226233273553,1.137423445758161,0.918225643437592,0.1279743049007299
share,incident_hypertension,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,15738,11421,1838,13900,18,18,PASS,4020.0,497.0,3523.0,,any_withdrawal,risk_ratio,0.9555307267151936,0.0836402731902082,0.8110542931355385,1.125743341012418,0.5865397985398331,
share,incident_hypertension,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,15738,11421,1838,13900,19,19,PASS,4020.0,497.0,3523.0,,any_withdrawal,risk_ratio,0.9554127500059812,0.0836556242906082,0.8109297552276056,1.125638215874555,0.5855930648398038,-0.2714427032467024
share,incident_hypertension,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,15738,11421,1838,13900,19,19,PASS,4020.0,497.0,3523.0,,context_bmi_or_weight_loss,risk_ratio,0.9826023475522276,0.0904213202329686,0.8230212148155422,1.1731257421250567,0.846097652025637,-0.2714427032467024
share,incident_hypertension,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,15902,11526,1863,14039,18,18,PASS,4074.0,507.0,3567.0,,any_withdrawal,risk_ratio,0.961126153388146,0.0829777789283273,0.8168636706726935,1.1308661602810268,0.632768346153162,
