cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,outcome_coding_status,n,people,parameters,matrix_rank,events,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents
mhas,all_primary_wave_intervals,mortality,full,extended_score_categorical,enrichment,PASS_SOURCE_STATUS,16251,9868,14,14,1645.0,PASS,,,,,extended_loss_2plus,risk_ratio,1.6900625049256344,0.1011066431185615,1.3862470536972966,2.060463366134749,2.1004807759835645e-07,,,,,,,,,,,,,,,,,,,,5643.0,540.0,5103.0,1895.0,175.0,1720.0,,,,,,
mhas,all_primary_wave_intervals,mortality,full,work_exit_phenotype,enrichment,PASS_SOURCE_STATUS,10926,6778,16,16,1174.0,PASS,,,,,work_exit_retirement,risk_ratio,1.2806799149498,0.0802708653050471,1.094243345189371,1.4988814432972242,0.0020564656196765,,,,,,,,,,,,,,,,,,,,,,,,,,1478.0,166.0,1312.0,2940.0,416.0,2524.0
mhas,all_primary_wave_intervals,mortality,full,work_exit_phenotype,enrichment,PASS_SOURCE_STATUS,10926,6778,16,16,1174.0,PASS,,,,,work_exit_no_retirement,risk_ratio,1.5388287736327175,0.063712525182074,1.358182400626615,1.7435021934222303,1.33217350950519e-11,,,,,,,,,,,,,,,,,,,,,,,,,,1478.0,166.0,1312.0,2940.0,416.0,2524.0
mhas,all_primary_wave_intervals,incident_heart_disease,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,14508,8300,10,10,914.0,PASS,8791.0,577.0,8214.0,,any_withdrawal,risk_ratio,1.053206567535431,0.0692308677276951,0.9195686082796106,1.2062657031920772,0.4539837621062258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,14508,8300,11,11,914.0,PASS,,,,,loss_1,risk_ratio,1.0067596924113449,0.0723751082764542,0.8736148657598913,1.1601966930617218,0.9258370089536564,6923.0,436.0,6487.0,1868.0,141.0,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,14508,8300,11,11,914.0,PASS,,,,,loss_2plus,risk_ratio,1.3428407261257078,0.1116233877628126,1.078972819034239,1.6712387781518312,0.0082683693902437,6923.0,436.0,6487.0,1868.0,141.0,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14508,8300,12,12,914.0,PASS,,,,,alcohol_loss,risk_ratio,1.0174770104961155,0.0879428336339054,0.856381998334149,1.2088757924640168,0.8438159187338199,,,,,,,2731.0,168.0,2563.0,4638.0,306.0,4332.0,3475.0,258.0,3217.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14508,8300,12,12,914.0,PASS,,,,,activity_loss,risk_ratio,1.0821455392815147,0.0727622258214856,0.9383186634624732,1.248018411853442,0.2779297762230653,,,,,,,2731.0,168.0,2563.0,4638.0,306.0,4332.0,3475.0,258.0,3217.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14508,8300,12,12,914.0,PASS,,,,,work_loss,risk_ratio,1.2060042425589526,0.0751407884504875,1.0408517590492157,1.3973615555002594,0.0126732334426544,,,,,,,2731.0,168.0,2563.0,4638.0,306.0,4332.0,3475.0,258.0,3217.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,14217,8186,15,15,892.0,PASS,8599.0,562.0,8037.0,,any_withdrawal,risk_ratio,1.0056455677992675,0.070006059262311,0.8767094305739114,1.1535441193694922,0.9359054471425686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,14217,8186,16,16,892.0,PASS,,,,,loss_1,risk_ratio,0.9660858991791736,0.0732281012320675,0.8369198537588843,1.115186789273757,0.6375228339298135,6780.0,424.0,6356.0,1819.0,138.0,1681.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,14217,8186,16,16,892.0,PASS,,,,,loss_2plus,risk_ratio,1.2471431593186808,0.1118236350093063,1.001686586541945,1.5527472172756802,0.048264308046253,6780.0,424.0,6356.0,1819.0,138.0,1681.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14217,8186,17,17,892.0,PASS,,,,,alcohol_loss,risk_ratio,0.98556578415036,0.0882539048099675,0.8290176134214218,1.1716758476084927,0.8691445799261047,,,,,,,2662.0,164.0,2498.0,4546.0,297.0,4249.0,3386.0,251.0,3135.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14217,8186,17,17,892.0,PASS,,,,,activity_loss,risk_ratio,1.023000071422994,0.0733837465532482,0.8859542701739066,1.1812451063936111,0.7566584156711414,,,,,,,2662.0,164.0,2498.0,4546.0,297.0,4249.0,3386.0,251.0,3135.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,14217,8186,17,17,892.0,PASS,,,,,work_loss,risk_ratio,1.1763792349424915,0.0759775439010625,1.0136199442756006,1.3652731600431216,0.0325153681005088,,,,,,,2662.0,164.0,2498.0,4546.0,297.0,4249.0,3386.0,251.0,3135.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,6734,4056,10,10,1267.0,PASS,3896.0,740.0,3156.0,,any_withdrawal,risk_ratio,1.032559124331686,0.0528414462582417,0.9309711186277732,1.1452324609297626,0.544283662791186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,6734,4056,11,11,1267.0,PASS,,,,,loss_1,risk_ratio,1.0153107737644578,0.0549576094232265,0.9116308063499424,1.1307822861423502,0.7821784850910662,3053.0,575.0,2478.0,843.0,165.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,6734,4056,11,11,1267.0,PASS,,,,,loss_2plus,risk_ratio,1.1288766024122718,0.0895413107541832,0.94717182283945,1.345439499724101,0.1757932277602305,3053.0,575.0,2478.0,843.0,165.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,6734,4056,12,12,1267.0,PASS,,,,,alcohol_loss,risk_ratio,1.0100017609602798,0.0669117445540362,0.8858633833844501,1.1515359775291196,0.8817632607036303,,,,,,,1285.0,241.0,1044.0,1970.0,369.0,1601.0,1581.0,311.0,1270.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,6734,4056,12,12,1267.0,PASS,,,,,activity_loss,risk_ratio,1.0237407530220708,0.0583374033417657,0.9131310363816052,1.1477488855829554,0.6875365891449812,,,,,,,1285.0,241.0,1044.0,1970.0,369.0,1601.0,1581.0,311.0,1270.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,6734,4056,12,12,1267.0,PASS,,,,,work_loss,risk_ratio,1.0819464126802316,0.0601876240237086,0.9615546066509908,1.2174119200455455,0.1906691588934006,,,,,,,1285.0,241.0,1044.0,1970.0,369.0,1601.0,1581.0,311.0,1270.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,6586,3992,15,15,1235.0,PASS,3795.0,717.0,3078.0,,any_withdrawal,risk_ratio,1.0051778917099536,0.0536393962696724,0.9048675022834844,1.1166083337424646,0.923296248685674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,6586,3992,16,16,1235.0,PASS,,,,,loss_1,risk_ratio,0.990773761073243,0.0558283348598824,0.8880825399404638,1.1053394267801135,0.868134950342025,2979.0,557.0,2422.0,816.0,160.0,656.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,6586,3992,16,16,1235.0,PASS,,,,,loss_2plus,risk_ratio,1.0854821833635833,0.09021270476425,0.9095645091574756,1.295423863329054,0.3632275654359821,2979.0,557.0,2422.0,816.0,160.0,656.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,6586,3992,17,17,1235.0,PASS,,,,,alcohol_loss,risk_ratio,0.9746653926114076,0.0679125903858227,0.8531948869414994,1.113429817845926,0.7055389464266204,,,,,,,1244.0,229.0,1015.0,1923.0,361.0,1562.0,1535.0,301.0,1234.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,6586,3992,17,17,1235.0,PASS,,,,,activity_loss,risk_ratio,1.0166523073093652,0.0590794565955672,0.9054905578561844,1.141460730860118,0.7798290609383424,,,,,,,1244.0,229.0,1015.0,1923.0,361.0,1562.0,1535.0,301.0,1234.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,6586,3992,17,17,1235.0,PASS,,,,,work_loss,risk_ratio,1.052601681679456,0.0608598338896831,0.9342434786469844,1.1859545456812108,0.3995956527246893,,,,,,,1244.0,229.0,1015.0,1923.0,361.0,1562.0,1535.0,301.0,1234.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12014,7220,10,10,1224.0,PASS,7144.0,869.0,6275.0,,any_withdrawal,risk_ratio,1.460899553764738,0.0613998415794537,1.2952592919483354,1.647722212422576,6.67914062268756e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12014,7220,11,11,1224.0,PASS,,,,,loss_1,risk_ratio,1.3915472693022386,0.0627215696715052,1.2305783397928054,1.5735721490340489,1.3792957535214157e-07,5686.0,680.0,5006.0,1458.0,189.0,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12014,7220,11,11,1224.0,PASS,,,,,loss_2plus,risk_ratio,2.071560044557059,0.1013764177165906,1.6982661868583346,2.5269071782815997,6.763353453988575e-13,5686.0,680.0,5006.0,1458.0,189.0,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12014,7220,12,12,1224.0,PASS,,,,,alcohol_loss,risk_ratio,1.3160669744434954,0.0730077915340565,1.140600732612812,1.5185263622032157,0.0001686301221759,,,,,,,2202.0,247.0,1955.0,3762.0,485.0,3277.0,2766.0,344.0,2422.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12014,7220,12,12,1224.0,PASS,,,,,activity_loss,risk_ratio,1.425595595703935,0.0587165602746247,1.2706230171423856,1.5994695319317642,1.5506601340560502e-09,,,,,,,2202.0,247.0,1955.0,3762.0,485.0,3277.0,2766.0,344.0,2422.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12014,7220,12,12,1224.0,PASS,,,,,work_loss,risk_ratio,1.484459305114976,0.0651367221354537,1.3065433323822764,1.686602636075211,1.3199926383978803e-09,,,,,,,2202.0,247.0,1955.0,3762.0,485.0,3277.0,2766.0,344.0,2422.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,11773,7118,15,15,1206.0,PASS,6989.0,856.0,6133.0,,any_withdrawal,risk_ratio,1.3659948481494713,0.0619729997518133,1.209755341585801,1.5424126358681236,4.839669481282693e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,11773,7118,16,16,1206.0,PASS,,,,,loss_1,risk_ratio,1.310408442476496,0.0633067442613573,1.1574970264537234,1.483520256958801,1.952090080534277e-05,5571.0,670.0,4901.0,1418.0,186.0,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,11773,7118,16,16,1206.0,PASS,,,,,loss_2plus,risk_ratio,1.838618131177034,0.1009395287190853,1.5085914982474833,2.240842955975852,1.6048902825981992e-09,5571.0,670.0,4901.0,1418.0,186.0,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,11773,7118,17,17,1206.0,PASS,,,,,alcohol_loss,risk_ratio,1.28567596251604,0.0730850921831725,1.1140928345059131,1.4836848684379291,0.0005854927230202,,,,,,,2153.0,244.0,1909.0,3686.0,481.0,3205.0,2691.0,335.0,2356.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,11773,7118,17,17,1206.0,PASS,,,,,activity_loss,risk_ratio,1.3477317424809876,0.0587976306538208,1.201032676095136,1.5123492356563994,3.8663000774692026e-07,,,,,,,2153.0,244.0,1909.0,3686.0,481.0,3205.0,2691.0,335.0,2356.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,11773,7118,17,17,1206.0,PASS,,,,,work_loss,risk_ratio,1.374572454082751,0.0652754121394136,1.2094978620212564,1.562176743632698,1.094426343694743e-06,,,,,,,2153.0,244.0,1909.0,3686.0,481.0,3205.0,2691.0,335.0,2356.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12915,7591,11,11,1397.0,PASS,7835.0,1015.0,6820.0,,any_withdrawal,risk_ratio,1.4943348270401668,0.0582289096277557,1.3331633947028945,1.6749909157255358,5.262413496842237e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12915,7591,12,12,1397.0,PASS,,,,,loss_1,risk_ratio,1.417215221813507,0.0595067646220416,1.2611988277567363,1.5925315982987205,4.636081112120678e-09,6218.0,791.0,5427.0,1617.0,224.0,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12915,7591,12,12,1397.0,PASS,,,,,loss_2plus,risk_ratio,2.210765740539052,0.0966278635008145,1.829333718093044,2.671729663757607,2.2072789477617755e-16,6218.0,791.0,5427.0,1617.0,224.0,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12915,7591,13,13,1397.0,PASS,,,,,alcohol_loss,risk_ratio,1.3659172557892236,0.0685127512008964,1.1942801994982086,1.5622212864675078,5.330029611860319e-06,,,,,,,2405.0,290.0,2115.0,4138.0,562.0,3576.0,3052.0,405.0,2647.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12915,7591,13,13,1397.0,PASS,,,,,activity_loss,risk_ratio,1.428494140470226,0.055956238571428,1.2801133497385004,1.594074079279479,1.8511253295478737e-10,,,,,,,2405.0,290.0,2115.0,4138.0,562.0,3576.0,3052.0,405.0,2647.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12915,7591,13,13,1397.0,PASS,,,,,work_loss,risk_ratio,1.542361905424224,0.0605789672472537,1.3696871447937196,1.736805559098762,8.496706344591584e-13,,,,,,,2405.0,290.0,2115.0,4138.0,562.0,3576.0,3052.0,405.0,2647.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12655,7484,16,16,1377.0,PASS,7665.0,1000.0,6665.0,,any_withdrawal,risk_ratio,1.4145582309698952,0.0583643615241298,1.261656110722401,1.585990803515356,2.810876998685438e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12655,7484,17,17,1377.0,PASS,,,,,loss_1,risk_ratio,1.3511573320226602,0.0596342290699027,1.2021126697463982,1.5186813863826372,4.492916724651987e-07,6092.0,780.0,5312.0,1573.0,220.0,1353.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12655,7484,17,17,1377.0,PASS,,,,,loss_2plus,risk_ratio,1.9892830613517047,0.0960231817197419,1.6480163050743892,2.4012184139174435,7.916913297979708e-13,6092.0,780.0,5312.0,1573.0,220.0,1353.0,,,,,,,,,,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12655,7484,18,18,1377.0,PASS,,,,,alcohol_loss,risk_ratio,1.3487280856358232,0.0683165648204428,1.1797044994908767,1.5419687301081966,1.1919509127587409e-05,,,,,,,2351.0,287.0,2064.0,4052.0,556.0,3496.0,2973.0,395.0,2578.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12655,7484,18,18,1377.0,PASS,,,,,activity_loss,risk_ratio,1.359741386254969,0.0556737414023935,1.2191769457760524,1.516512138701648,3.398506389128834e-08,,,,,,,2351.0,287.0,2064.0,4052.0,556.0,3496.0,2973.0,395.0,2578.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,12655,7484,18,18,1377.0,PASS,,,,,work_loss,risk_ratio,1.4385684735944149,0.0607611628979422,1.2770577671405985,1.620505592204682,2.16544309970954e-09,,,,,,,2351.0,287.0,2064.0,4052.0,556.0,3496.0,2973.0,395.0,2578.0,,,,,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,basic,any_withdrawal,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14898,8288,11,11,,PASS,9026.0,,,,any_withdrawal,mean_difference,-0.1081993132704578,0.042748643421954,-0.1919851147654329,-0.0244135117754828,0.0113718910891213,,,,,,,,,,,,,,,,-0.0372748900562334,0.0147269972002819,-0.0661392741692083,-0.0084105059432585,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,basic,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14898,8288,12,12,,PASS,,,,,loss_1,mean_difference,-0.10878323639677,0.0442490109841903,-0.1955097042773004,-0.0220567685162396,0.0139544745420903,7137.0,,,1889.0,,,,,,,,,,,,-0.0374760527963348,0.0152438769681461,-0.0673535026386609,-0.0075986029540087,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,basic,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14898,8288,12,12,,PASS,,,,,loss_2plus,mean_difference,-0.1050034333448341,0.0714954500130513,-0.2451319404288985,0.0351250737392303,0.1419215182695258,7137.0,,,1889.0,,,,,,,,,,,,-0.0361739027277577,0.0246303322840502,-0.0844484669317503,0.0121006614762349,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,basic,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14898,8288,13,13,,PASS,,,,,alcohol_loss,mean_difference,-0.0591718340884856,0.055611472204571,-0.1681683167366951,0.0498246485597239,0.2873186991257681,,,,,,,2760.0,,,4751.0,,,3583.0,,,-0.0203848207849596,0.0191582686584078,-0.0579343373615815,0.0171646957916623,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,basic,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14898,8288,13,13,,PASS,,,,,activity_loss,mean_difference,-0.1500661956320577,0.0455021569451424,-0.239248784463426,-0.0608836068006893,0.000973755092261,,,,,,,2760.0,,,4751.0,,,3583.0,,,-0.0516981187242844,0.0156755883765369,-0.0824217073787714,-0.0209745300697973,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,basic,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14898,8288,13,13,,PASS,,,,,work_loss,mean_difference,0.0034420696878161,0.0490010381506778,-0.0925982002925857,0.0994823396682179,0.943998791733608,,,,,,,2760.0,,,4751.0,,,3583.0,,,0.0011858002172207,0.0168809602806094,-0.031900273957225,0.0342718743916664,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,full,any_withdrawal,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14588,8172,16,16,,PASS,8818.0,,,,any_withdrawal,mean_difference,-0.0684250388422571,0.0425884068101977,-0.1518967823491851,0.0150467046646708,0.1081292347950144,,,,,,,,,,,,,,,,-0.0236217664120573,0.0147024161703636,-0.0524379725916893,0.0051944397675747,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,full,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14588,8172,17,17,,PASS,,,,,loss_1,mean_difference,-0.0729242433384276,0.0440197568313999,-0.1592013813361825,0.0133528946593272,0.0975952518556009,6983.0,,,1835.0,,,,,,,,,,,,-0.0251749866870742,0.0151965483831736,-0.0549596742074149,0.0046097008332663,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,full,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14588,8172,17,17,,PASS,,,,,loss_2plus,mean_difference,-0.043023484691351,0.0717623525044875,-0.1836751110460144,0.0976281416633123,0.5488213548069719,6983.0,,,1835.0,,,,,,,,,,,,-0.0148526142302193,0.024773877468285,-0.0634085218254663,0.0337032933650276,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14588,8172,18,18,,PASS,,,,,alcohol_loss,mean_difference,-0.0310054696484864,0.0555301023415093,-0.1398424702956681,0.0778315309986952,0.5766024945129229,,,,,,,2691.0,,,4649.0,,,3484.0,,,-0.0107037419915992,0.0191701623929323,-0.0482765698595307,0.0268690858763322,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14588,8172,18,18,,PASS,,,,,activity_loss,mean_difference,-0.1204373883282578,0.04535357408975,-0.2093287601143369,-0.0315460165421787,0.0079185899925768,,,,,,,2691.0,,,4649.0,,,3484.0,,,-0.0415775263339915,0.0156570102293955,-0.0722647024891821,-0.010890350178801,,,,,,,,,,,,
mhas,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,14588,8172,18,18,,PASS,,,,,work_loss,mean_difference,0.0415711471339544,0.0489681251607788,-0.0544046145716217,0.1375469088395305,0.39591300962414,,,,,,,2691.0,,,4649.0,,,3484.0,,,0.0143512366773125,0.0169048294857518,-0.0187816202795518,0.0474840936341769,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,51749,29779,10,10,1510.0,PASS,12667.0,473.0,12194.0,,any_withdrawal,risk_ratio,1.598172352413078,0.0560336563377713,1.4319494222559526,1.78369070046736,5.886174688279829e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,51749,29779,11,11,1510.0,PASS,,,,,loss_1,risk_ratio,1.526306094512557,0.058438446564944,1.3611272930414848,1.711530072209912,4.627002861629638e-13,11425.0,413.0,11012.0,1242.0,60.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,51749,29779,11,11,1510.0,PASS,,,,,loss_2plus,risk_ratio,2.554666999080113,0.1339105804016423,1.964940504754945,3.321384774956792,2.4859462120973647e-12,11425.0,413.0,11012.0,1242.0,60.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,
